Doublet_ID	Avg_CC	No_CC	std_m_s	No_ddt_m Date Time Lat_deg Lon_deg	Depth_km Mag Date_2 Time_2 Lat_deg_2 Lon_deg_2	Depth_km_2 Mag_2
1998080_2010254	0.961	22	0.0133	10	1998/03/21	02:18:54.000	-4.253	-80.709	33.0	5.0	2010/09/11	18:55:25.730	-4.244	-80.584	61.6	5.2
1998102_2005287	0.952	21	0.0222	14	1998/04/12	18:35:09.060	-23.718	-176.041	33.0	5.5	2005/10/14	03:36:45.970	-23.713	-176.024	33.9	5.5
1998113_2006198	0.963	31	0.0155	19	1998/04/23	08:53:12.660	-17.690	-173.299	33.0	5.4	2006/07/17	22:31:49.110	-17.669	-173.257	35.0	5.3
1998113_2014256	0.974	35	0.0126	27	1998/04/23	08:53:12.660	-17.690	-173.299	33.0	5.4	2014/09/13	18:22:14.020	-17.712	-173.126	11.0	5.4
1998121_2005276	0.952	8	0.0192	7	1998/05/01	12:08:43.350	-55.949	-26.707	33.0	5.3	2005/10/03	11:26:37.730	-56.021	-26.659	51.3	5.1
1998129_2003021	0.955	33	0.0123	23	1998/05/09	11:42:11.640	13.621	-90.724	33.0	5.4	2003/01/21	07:06:53.200	13.563	-90.858	33.0	5.4
1998134_2004046	0.964	31	0.0141	17	1998/05/14	20:03:17.660	-20.119	169.276	49.2	5.2	2004/02/15	00:01:30.710	-20.033	169.226	46.6	5.2
1998134_2008192	0.953	27	0.0144	15	1998/05/14	20:03:17.660	-20.119	169.276	49.2	5.2	2008/07/10	16:01:06.490	-20.081	169.205	69.5	5.1
1998134_2011289	0.968	24	0.0093	12	1998/05/14	20:03:17.660	-20.119	169.276	49.2	5.2	2011/10/16	04:24:45.080	-20.040	169.144	81.1	5.1
1998134_2015290	0.963	23	0.0191	15	1998/05/14	20:03:17.660	-20.119	169.276	49.2	5.2	2015/10/17	21:02:30.450	-20.114	169.226	43.4	5.3
1998143_2015145	0.969	44	0.0178	24	1998/05/23	15:44:37.710	-6.283	154.943	33.0	5.2	2015/05/25	04:48:21.710	-6.419	155.003	44.0	5.4
1998172_2005069	0.977	43	0.0083	36	1998/06/21	08:03:54.240	12.853	-88.463	69.6	5.2	2005/03/10	13:37:48.780	12.932	-88.419	68.5	5.1
1998172_2009186	0.954	32	0.0174	26	1998/06/21	08:03:54.240	12.853	-88.463	69.6	5.2	2009/07/05	10:35:50.900	12.850	-88.497	62.1	5.0
1998175_2011200	0.952	7	0.0186	3	1998/06/24	18:14:44.940	-30.610	-178.107	150.0	5.0	2011/07/19	02:20:35.650	-30.715	-177.820	17.4	5.3
1998229_2010223	0.975	47	0.0071	34	1998/08/17	12:43:39.840	-7.580	107.199	76.6	5.4	2010/08/11	19:10:21.430	-7.495	107.058	37.4	5.3
1998231_2002040	0.966	16	0.0211	10	1998/08/19	06:55:11.050	-3.998	151.580	33.0	5.2	2002/02/09	22:50:47.810	-3.734	151.305	10.0	5.3
1998236_2012200	0.955	34	0.0221	12	1998/08/24	04:56:16.460	-4.449	102.597	34.1	5.2	2012/07/18	04:33:59.330	-4.381	102.794	63.9	5.3
1998263_2015188	0.965	8	0.0029	3	1998/09/20	06:30:46.630	-35.630	-179.844	52.9	5.5	2015/07/07	05:35:14.530	-35.425	-179.621	10.0	5.6
1998281_2004283	0.952	28	0.0178	21	1998/10/08	21:23:27.030	-4.877	103.104	33.0	5.2	2004/10/09	08:17:07.370	-4.885	103.100	61.9	5.0
